,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture)
449,406.97,0.0,0.0,271.26,0.0,1003.58,698.33
450,282.37,0.0,96.72,171.56,0.0,922.28,836.89
451,332.76,0.0,100.68,165.28,6.29,1044.56,815.08
452,411.69,0.0,0.0,179.02,0.0,870.37,867.18
453,343.95,0.0,0.0,210.63,0.0,959.65,894.56
454,307.91,0.0,0.0,213.44,0.0,1083.13,790.37
455,312.99,0.0,82.62,213.36,0.0,1126.02,751.74
456,275.62,0.0,84.02,209.65,0.0,898.81,852.73
457,272.09,159.27,0.0,213.23,0.0,901.89,874.57
458,339.19,0.0,0.0,145.56,0.0,1059.01,719.5
459,397.55,0.0,0.0,219.26,0.0,925.26,727.77
460,231.1,0.0,85.6,127.61,0.0,961.43,919.22
461,263.88,142.15,0.0,123.79,8.7,1015.82,937.96
462,257.5,118.28,0.0,256.07,0.0,888.39,757.85
463,239.55,0.0,73.99,182.64,0.0,1061.14,868.38
464,440.96,0.0,0.0,237.85,0.0,951.83,738.03
465,395.9,0.0,0.0,230.37,0.0,987.04,806.2
466,282.87,144.13,0.0,291.91,0.0,946.42,799.33
467,437.2,0.0,0.0,248.7,0.0,888.17,878.85
468,301.75,0.0,128.36,132.24,9.42,1022.05,767.25
469,281.47,0.0,101.0,225.43,0.0,830.79,774.19
470,442.76,0.0,0.0,250.48,0.0,775.11,753.52
471,401.08,0.0,0.0,143.47,5.9,1010.21,935.42
472,428.95,0.0,0.0,212.5,0.0,951.21,718.65
473,289.15,0.0,80.99,203.63,0.0,1087.36,732.41
474,406.69,0.0,0.0,262.64,0.0,851.22,685.21
475,364.48,0.0,0.0,127.86,6.28,1122.51,779.02
476,317.68,0.0,0.0,100.38,7.82,936.38,854.4
477,293.91,129.63,0.0,275.15,0.0,997.98,665.53
478,371.01,0.0,0.0,219.45,0.0,934.97,682.79
479,289.36,0.0,123.99,168.33,0.0,1105.7,786.45
480,210.68,204.41,0.0,213.86,0.0,909.29,774.01
481,420.67,0.0,0.0,162.36,7.02,889.72,770.21
482,440.76,0.0,0.0,193.91,0.0,855.62,749.99
483,399.0,0.0,0.0,120.19,6.33,1078.09,834.43
484,226.85,217.04,0.0,138.44,9.9,888.74,857.45
485,267.61,157.68,0.0,184.19,0.0,912.4,804.95
486,361.37,0.0,0.0,116.32,7.34,1065.73,809.04
487,395.96,0.0,0.0,230.02,0.0,865.56,814.2
488,336.32,0.0,0.0,169.53,0.0,962.54,936.42
489,268.36,122.49,0.0,252.22,0.0,836.63,835.64
490,370.39,0.0,0.0,162.17,0.0,963.61,781.7
491,293.3,0.0,108.25,162.45,0.0,896.55,791.23
492,398.71,0.0,0.0,139.1,5.64,963.78,714.55
493,318.75,0.0,131.1,205.18,0.0,1032.67,802.1
494,370.0,0.0,0.0,251.82,0.0,935.69,925.51
495,287.84,0.0,111.06,248.86,0.0,1011.15,787.47
496,392.94,0.0,0.0,264.34,0.0,862.69,781.49
497,196.42,160.95,0.0,145.91,0.0,1059.53,879.94
498,369.62,0.0,0.0,201.65,0.0,1146.57,777.94
499,197.59,157.75,0.0,195.69,0.0,981.72,916.94
500,244.53,197.74,0.0,173.95,6.77,1036.09,723.58
501,215.69,194.69,0.0,198.42,0.0,1061.65,728.71
502,435.03,0.0,0.0,157.22,5.97,871.63,852.22
503,267.04,156.22,0.0,157.4,9.69,941.94,941.73
504,262.66,114.22,0.0,139.02,5.1,1055.14,902.24
505,410.19,0.0,0.0,188.01,0.0,940.58,767.29
506,431.23,0.0,0.0,225.94,0.0,936.68,834.46
507,394.2,0.0,0.0,150.68,9.87,1026.62,814.03
508,432.07,0.0,0.0,268.61,0.0,990.25,801.63
509,387.29,0.0,0.0,213.95,0.0,917.43,804.58
510,433.77,0.0,0.0,157.96,9.86,933.01,712.37
511,371.41,0.0,0.0,178.17,0.0,1014.28,702.93
512,374.72,0.0,0.0,240.99,0.0,936.68,851.54
513,281.09,136.9,0.0,262.33,0.0,948.16,705.74
514,282.99,137.97,0.0,230.88,0.0,921.38,702.57
515,314.43,0.0,80.07,259.57,0.0,825.99,792.13
516,391.8,0.0,0.0,156.76,0.0,990.76,727.34
517,428.9,0.0,0.0,213.25,0.0,947.66,781.21
518,410.34,0.0,0.0,271.59,0.0,1011.83,763.05
519,290.74,0.0,113.44,281.91,0.0,897.23,751.42
520,427.2,0.0,0.0,251.61,0.0,959.37,778.67
521,433.53,0.0,0.0,261.48,0.0,873.23,800.75
522,343.27,0.0,0.0,202.77,0.0,978.82,843.95
523,437.92,0.0,0.0,179.41,0.0,869.24,725.07
524,439.69,0.0,0.0,215.48,0.0,913.01,833.95
525,383.47,0.0,0.0,157.99,0.0,1045.39,796.81
526,188.66,145.18,0.0,125.76,8.27,1004.56,877.87
527,395.66,0.0,0.0,161.11,0.0,973.35,866.58
528,345.95,0.0,89.26,239.56,0.0,946.78,860.28
529,226.98,171.59,0.0,142.17,9.93,1010.32,796.93
530,392.78,0.0,0.0,206.88,0.0,908.91,872.24
531,325.56,0.0,0.0,166.69,0.0,986.64,928.38
532,235.1,190.7,0.0,293.37,0.0,772.98,713.52
533,442.2,0.0,0.0,165.95,7.79,936.63,681.25
534,397.95,0.0,0.0,145.49,6.83,842.72,819.42
535,448.99,0.0,0.0,300.8,0.0,875.78,714.3
536,216.1,140.03,0.0,132.26,8.32,975.02,959.2
537,314.46,0.0,108.13,200.64,0.0,897.76,831.03
538,306.26,0.0,105.94,191.72,0.0,968.61,673.21
539,179.22,142.12,0.0,210.45,0.0,1157.6,795.12
540,334.11,0.0,0.0,167.12,0.0,917.94,795.79
541,420.9,0.0,0.0,133.07,8.44,1071.19,792.36
542,250.39,197.63,0.0,213.96,0.0,939.24,717.18
543,157.03,147.82,0.0,180.2,0.0,976.9,760.84
544,285.37,0.0,93.89,234.77,0.0,923.85,735.87
545,388.2,0.0,0.0,158.4,0.0,1022.11,716.57
546,252.48,182.77,0.0,157.76,9.86,1028.61,696.99
547,431.52,0.0,0.0,258.15,0.0,1023.51,712.37
548,430.92,0.0,0.0,193.49,0.0,1038.76,710.68
549,428.27,0.0,0.0,206.55,0.0,820.19,787.92
550,312.84,0.0,0.0,104.01,9.49,1213.89,833.5
551,211.91,148.92,0.0,153.51,0.0,931.31,889.7
552,215.28,211.53,0.0,172.23,0.0,1069.18,728.89
553,319.01,0.0,0.0,164.79,0.0,1030.09,720.2
554,361.21,0.0,0.0,116.26,8.37,1080.16,767.47
555,257.85,174.6,0.0,150.81,5.75,949.87,932.59
556,190.92,116.45,0.0,159.65,0.0,1088.66,864.4
557,296.9,0.0,102.19,171.55,0.0,894.97,852.53
558,382.31,0.0,0.0,247.13,0.0,998.58,721.03
559,417.1,0.0,0.0,231.74,0.0,974.58,803.96
560,391.88,0.0,0.0,238.11,0.0,988.57,717.33
561,408.89,0.0,0.0,150.73,5.73,946.16,746.04
562,240.62,0.0,91.17,202.05,0.0,905.0,825.78
563,430.19,0.0,0.0,201.66,0.0,828.43,822.3
564,307.37,0.0,99.11,279.35,0.0,891.24,828.01
565,317.7,0.0,0.0,179.22,0.0,1104.59,803.63
566,408.97,0.0,0.0,165.98,0.0,988.54,790.54
567,302.23,0.0,91.11,155.82,7.88,1043.75,815.6
568,254.72,179.99,0.0,290.88,0.0,972.09,694.06
569,413.74,0.0,0.0,160.84,8.75,979.36,681.39
570,405.37,0.0,0.0,198.11,0.0,942.57,868.34
571,394.02,0.0,0.0,199.23,0.0,853.9,842.4
572,252.44,123.61,0.0,258.36,0.0,896.05,805.48
573,278.17,0.0,101.49,231.39,0.0,976.2,773.59
574,234.71,158.79,0.0,266.21,0.0,934.96,638.23
575,287.58,0.0,75.23,242.68,0.0,1061.7,771.71
576,309.32,0.0,126.33,298.31,0.0,941.6,746.76
577,424.27,0.0,0.0,259.17,0.0,1036.52,751.66
578,319.01,0.0,107.03,155.47,8.69,937.0,729.08
579,363.88,0.0,0.0,127.63,6.67,1000.35,846.11
580,289.64,0.0,114.65,155.33,9.08,991.51,743.65
581,375.59,0.0,0.0,124.89,6.61,1111.28,779.02
582,268.26,0.0,96.29,131.95,6.06,1107.2,838.78
583,303.64,0.0,116.44,182.02,0.0,895.28,844.89
584,413.06,0.0,0.0,156.58,5.66,894.52,854.95
585,443.36,0.0,0.0,218.87,0.0,911.27,675.58
586,283.53,0.0,114.87,213.17,0.0,1058.23,803.16
587,443.81,0.0,0.0,285.81,0.0,958.23,644.73
588,441.93,0.0,0.0,231.05,0.0,988.31,710.18
589,429.37,0.0,0.0,259.96,0.0,844.43,699.2
590,385.47,0.0,0.0,192.4,0.0,954.52,937.78
591,193.06,159.98,0.0,212.3,0.0,976.8,733.65
592,274.45,160.04,0.0,211.9,0.0,902.39,817.69
593,251.48,132.75,0.0,255.67,0.0,803.05,780.76
594,449.16,0.0,0.0,233.84,0.0,914.49,733.43
595,200.71,112.42,0.0,169.77,0.0,1077.95,888.64
596,447.39,0.0,0.0,214.08,0.0,924.51,691.7
597,162.23,137.93,0.0,191.31,0.0,928.28,914.16
598,405.1,0.0,0.0,187.67,0.0,914.58,868.74
599,245.87,119.79,0.0,151.01,0.0,987.82,923.11
600,249.73,0.0,101.7,241.38,0.0,979.84,701.66
601,276.48,0.0,98.86,214.48,0.0,965.02,894.15
602,329.54,0.0,100.81,254.41,0.0,883.88,732.85
603,370.07,0.0,0.0,117.04,6.1,996.43,921.57
604,432.04,0.0,0.0,213.33,0.0,933.71,698.06
605,318.19,0.0,117.4,195.68,0.0,937.07,636.65
606,293.62,134.89,0.0,247.31,0.0,879.05,809.63
607,301.31,0.0,109.75,230.25,0.0,984.64,697.58
608,250.89,0.0,68.53,146.22,0.0,1136.34,769.81
609,302.78,0.0,0.0,209.97,0.0,1058.04,777.04
610,447.25,0.0,0.0,268.3,0.0,823.61,791.52
611,209.44,146.21,0.0,225.67,0.0,963.56,693.32
612,268.82,0.0,67.26,181.38,0.0,1155.7,776.1
613,302.52,0.0,80.31,256.6,0.0,908.04,842.59
614,318.2,0.0,0.0,140.31,0.0,1117.5,797.63
615,328.97,0.0,82.98,283.34,0.0,881.62,693.34
616,288.69,0.0,113.75,230.03,0.0,896.82,791.43
617,329.32,0.0,118.37,210.55,0.0,915.84,798.22
618,222.15,215.8,0.0,243.63,0.0,918.21,846.93
619,239.46,193.58,0.0,168.06,9.03,944.59,720.58
620,185.77,134.69,0.0,210.06,0.0,1172.49,792.86
621,310.12,0.0,0.0,97.78,6.1,946.0,901.07
622,333.38,0.0,0.0,154.83,0.0,1103.26,755.53
623,294.51,0.0,76.07,244.25,0.0,953.22,788.74
624,299.0,0.0,125.88,261.89,0.0,782.6,743.59
625,276.04,0.0,93.66,179.49,0.0,855.52,829.48
626,406.61,0.0,0.0,235.5,0.0,1000.91,711.1
627,289.33,0.0,102.07,188.53,0.0,1079.67,784.73
628,432.76,0.0,0.0,148.76,8.7,895.58,870.77
629,423.41,0.0,0.0,144.0,9.49,871.98,853.17
630,220.33,138.66,0.0,151.89,0.0,983.23,974.55
631,188.4,165.28,0.0,110.67,8.87,1033.65,721.27
632,236.49,0.0,69.25,182.49,0.0,1019.74,757.16
633,357.77,0.0,92.12,210.9,0.0,1053.83,783.64
634,155.0,152.94,0.0,198.79,0.0,991.0,929.34
635,329.03,0.0,0.0,222.21,0.0,1088.55,766.96
636,447.05,0.0,0.0,258.35,0.0,1044.87,734.76
637,414.23,0.0,0.0,178.38,0.0,954.17,707.41
638,226.77,203.62,0.0,274.42,0.0,965.4,715.8
639,412.33,0.0,0.0,192.72,0.0,947.0,681.73
640,350.14,0.0,0.0,228.12,0.0,936.73,876.5
641,276.67,0.0,97.6,145.64,8.41,1134.43,831.54
642,364.14,0.0,0.0,196.61,0.0,935.69,769.44
643,408.68,0.0,0.0,265.61,0.0,1000.32,797.14
644,383.91,0.0,0.0,197.68,0.0,1048.68,844.22
645,261.29,140.37,0.0,120.82,5.78,972.26,820.55
646,193.84,139.59,0.0,220.03,0.0,1097.96,831.4
647,425.57,0.0,0.0,219.05,0.0,1037.31,770.92
648,443.49,0.0,0.0,262.04,0.0,839.37,752.51
649,430.79,0.0,0.0,269.83,0.0,979.69,770.04
650,377.66,0.0,0.0,165.42,0.0,1027.37,886.65
651,340.32,0.0,98.84,148.95,5.01,1107.29,797.61
652,409.64,0.0,0.0,135.83,5.08,1044.34,718.97
653,321.21,0.0,113.03,238.81,0.0,1014.68,701.44
654,246.49,0.0,68.85,206.71,0.0,1033.15,734.42
655,428.82,0.0,0.0,252.35,0.0,895.66,859.38
656,313.06,0.0,0.0,141.95,0.0,957.37,953.8
657,260.3,0.0,107.55,156.65,0.0,971.4,928.88
658,372.99,0.0,0.0,185.89,0.0,1025.08,908.27
659,224.82,213.85,0.0,222.23,0.0,1018.17,688.15
660,219.85,125.62,0.0,237.97,0.0,1053.65,859.54
661,402.1,0.0,0.0,126.33,6.76,923.32,811.86
662,421.52,0.0,0.0,194.57,0.0,1002.2,778.48
663,426.83,0.0,0.0,228.77,0.0,920.22,909.68
664,383.56,0.0,0.0,262.96,0.0,864.93,845.75
665,183.96,177.44,0.0,137.14,8.18,998.38,878.94
666,231.15,166.52,0.0,160.92,0.0,895.15,875.83
667,346.85,0.0,100.89,183.58,0.0,984.46,663.53
668,222.63,0.0,94.82,104.17,9.4,1058.23,927.62
669,386.91,0.0,0.0,197.4,0.0,981.48,887.99
670,220.91,220.86,0.0,176.56,6.82,886.24,757.11
671,371.65,0.0,0.0,147.39,8.16,979.83,812.68
672,241.92,196.16,0.0,273.76,0.0,905.34,752.69
673,246.36,0.0,97.15,187.08,0.0,880.87,857.43
674,262.76,137.36,0.0,160.25,0.0,893.62,848.87
675,411.51,0.0,0.0,128.2,6.63,941.17,760.31
676,346.83,0.0,95.37,213.02,0.0,933.85,712.82
677,327.61,0.0,91.52,247.49,0.0,1029.57,745.17
678,381.53,0.0,0.0,208.99,0.0,838.79,771.42
679,441.0,0.0,0.0,251.0,0.0,911.22,826.16
680,446.95,0.0,0.0,137.69,9.1,1025.76,768.34
681,404.22,0.0,0.0,154.04,7.55,983.7,883.39
682,321.6,0.0,91.16,165.06,5.18,1047.57,737.51
683,322.67,0.0,97.47,262.11,0.0,955.14,809.25
684,387.48,0.0,0.0,248.68,0.0,973.48,685.25
685,302.04,134.18,0.0,204.43,0.0,864.25,787.11
686,324.71,0.0,99.3,242.76,0.0,802.37,782.96
687,330.16,0.0,111.64,219.91,0.0,980.36,672.8
688,179.85,122.32,0.0,166.83,0.0,979.64,947.29
689,342.41,0.0,0.0,186.29,0.0,975.11,754.25
690,386.24,0.0,0.0,265.67,0.0,1087.24,737.0
691,319.34,0.0,0.0,133.81,0.0,1103.39,871.56
692,304.19,0.0,127.12,229.68,0.0,914.62,843.2
693,314.49,0.0,110.48,218.56,0.0,802.04,767.51
694,241.05,130.47,0.0,179.32,0.0,909.07,863.19
695,299.79,0.0,116.06,144.03,6.66,931.54,794.99
696,430.5,0.0,0.0,219.18,0.0,888.37,705.39
697,418.75,0.0,0.0,233.58,0.0,943.16,735.78
698,420.6,0.0,0.0,281.28,0.0,917.15,729.02
699,240.85,205.9,0.0,235.88,0.0,933.25,862.37
700,311.38,0.0,0.0,169.08,0.0,928.42,791.41
701,200.74,200.63,0.0,228.73,0.0,865.09,830.05
702,438.11,0.0,0.0,303.21,0.0,887.55,864.61
703,281.49,159.28,0.0,260.84,0.0,783.22,742.79
704,270.62,0.0,71.43,191.26,0.0,950.06,919.37
705,410.18,0.0,0.0,185.62,0.0,931.59,674.34
706,410.61,0.0,0.0,267.84,0.0,968.19,837.79
707,291.89,0.0,105.98,159.2,0.0,985.71,847.2
708,224.49,154.77,0.0,225.57,0.0,999.38,667.27
709,282.53,0.0,94.82,159.0,0.0,967.03,705.9
710,448.65,0.0,0.0,139.98,7.98,956.78,930.83
711,383.86,0.0,0.0,264.27,0.0,918.16,859.59
712,252.07,168.8,0.0,248.63,0.0,846.59,835.04
713,205.94,181.11,0.0,173.36,0.0,1089.79,740.19
714,305.1,0.0,98.28,149.23,8.33,1123.57,777.76
715,331.9,0.0,94.84,263.2,0.0,851.91,758.15
716,426.65,0.0,0.0,260.1,0.0,893.12,653.28
717,380.15,0.0,0.0,156.26,0.0,886.58,841.21
718,377.1,0.0,0.0,177.83,0.0,1025.16,894.38
719,435.0,0.0,0.0,141.5,7.7,988.4,690.7
720,340.09,0.0,104.0,257.3,0.0,1011.82,682.76
721,432.85,0.0,0.0,296.3,0.0,975.83,752.96
722,332.54,0.0,114.06,139.25,7.47,1111.75,788.1
723,314.41,0.0,0.0,96.38,6.32,967.3,859.22
724,291.81,0.0,75.22,256.46,0.0,925.82,828.57
725,271.6,153.4,0.0,160.68,5.62,975.39,784.61
726,304.65,140.69,0.0,239.65,0.0,816.98,808.38
727,373.24,0.0,0.0,215.21,0.0,819.51,817.23
728,294.67,155.16,0.0,199.71,0.0,1072.03,740.45
729,332.58,0.0,90.55,238.21,0.0,1003.2,753.62
730,275.53,166.08,0.0,153.73,7.7,1116.88,768.1
731,312.19,0.0,133.17,175.91,5.66,971.4,749.34
732,256.28,177.83,0.0,233.0,0.0,883.98,719.62
733,359.78,0.0,0.0,216.07,0.0,975.92,728.21
734,447.68,0.0,0.0,272.01,0.0,844.78,706.71
735,377.81,0.0,0.0,206.52,0.0,995.0,830.28
736,267.67,162.67,0.0,247.62,0.0,997.28,798.43
737,307.69,0.0,128.7,222.44,0.0,1053.54,765.38
738,332.3,0.0,0.0,124.21,7.35,1055.19,806.43
739,329.22,0.0,102.62,213.85,0.0,895.81,863.81
740,272.93,0.0,112.69,228.14,0.0,994.39,858.6
741,396.59,0.0,0.0,197.14,0.0,970.23,769.46
742,233.0,196.52,0.0,220.93,0.0,923.29,680.37
743,406.97,0.0,0.0,239.61,0.0,984.74,785.97
744,406.22,0.0,0.0,128.78,6.86,908.48,760.99
745,428.82,0.0,0.0,193.86,0.0,813.07,812.94
746,288.38,0.0,98.14,262.0,0.0,949.31,647.59
747,429.95,0.0,0.0,257.51,0.0,851.97,695.0
748,279.09,0.0,83.33,162.27,0.0,1065.58,821.0
749,391.95,0.0,0.0,267.55,0.0,862.53,782.52
750,257.19,180.02,0.0,196.7,0.0,941.1,653.52
751,448.38,0.0,0.0,159.19,8.67,879.83,744.36
752,429.96,0.0,0.0,254.28,0.0,897.17,894.65
753,185.05,158.25,0.0,128.06,8.46,1020.72,805.36
754,271.54,170.07,0.0,160.89,9.08,1007.46,791.72
755,443.49,0.0,0.0,198.49,0.0,829.24,754.1
756,337.67,0.0,94.41,208.3,0.0,965.46,725.93
757,339.33,0.0,100.61,278.61,0.0,979.93,721.13
758,434.06,0.0,0.0,181.59,0.0,976.81,677.23
759,224.23,0.0,93.24,150.02,0.0,1070.6,777.57
760,301.32,0.0,0.0,142.7,0.0,996.99,862.72
761,435.28,0.0,0.0,266.83,0.0,861.92,667.47
762,187.77,158.54,0.0,230.4,0.0,1059.26,823.53
763,227.7,172.32,0.0,151.1,6.36,1035.63,776.2
764,401.34,0.0,0.0,272.41,0.0,937.26,724.55
765,339.54,0.0,0.0,191.36,0.0,931.75,931.56
766,283.4,152.25,0.0,294.65,0.0,898.48,652.1
767,422.31,0.0,0.0,181.38,0.0,940.29,716.92
768,177.38,148.82,0.0,151.41,0.0,927.96,880.87
769,292.95,0.0,118.98,151.4,7.66,927.35,875.15
770,289.47,0.0,95.48,243.98,0.0,1032.48,731.71
771,215.72,211.31,0.0,155.99,5.28,1127.55,776.85
772,323.97,0.0,0.0,178.34,0.0,1004.08,849.81
773,353.4,0.0,0.0,176.98,0.0,960.23,764.07
774,264.07,0.0,104.2,157.48,0.0,913.58,887.39
775,310.3,0.0,0.0,106.75,7.93,1041.71,971.2
776,318.81,0.0,90.38,195.12,0.0,947.36,711.11
777,238.16,0.0,62.89,126.22,0.0,958.31,876.68
778,403.12,0.0,0.0,171.82,0.0,1082.55,817.36
779,309.75,0.0,0.0,147.9,0.0,1033.18,785.3
780,326.63,0.0,88.17,285.62,0.0,1022.38,776.56
781,309.13,0.0,122.85,230.55,0.0,946.04,702.86
782,205.08,151.2,0.0,226.69,0.0,1041.08,832.45
783,319.11,0.0,0.0,193.69,0.0,1040.31,915.49
784,410.11,0.0,0.0,247.8,0.0,1012.02,723.19
785,394.32,0.0,0.0,240.7,0.0,966.82,831.94
786,324.24,0.0,105.25,145.59,9.75,940.71,926.82
787,379.85,0.0,0.0,224.89,0.0,1023.65,805.12
788,444.25,0.0,0.0,196.96,0.0,1001.36,727.87
789,306.21,0.0,109.52,169.49,0.0,968.62,694.65
790,304.97,0.0,0.0,157.96,0.0,1162.1,866.69
791,264.36,0.0,105.58,166.95,0.0,998.53,696.76
792,282.73,0.0,120.6,156.37,8.66,1149.48,771.2
793,442.26,0.0,0.0,267.35,0.0,959.27,749.05
794,253.4,165.02,0.0,126.12,5.37,892.32,790.01
795,446.34,0.0,0.0,246.92,0.0,950.43,819.23
796,439.13,0.0,0.0,157.19,8.87,1069.99,757.59
797,241.8,129.78,0.0,135.88,6.94,1041.16,892.14
798,437.0,0.0,0.0,284.96,0.0,807.48,765.96
799,221.92,198.33,0.0,189.83,0.0,980.55,786.7
800,290.5,0.0,122.66,208.96,0.0,880.94,838.0
801,250.42,197.41,0.0,148.32,9.77,905.8,900.35
802,217.87,122.55,0.0,205.08,0.0,1030.35,795.71
803,295.32,0.0,96.02,159.81,0.0,1020.25,720.61
804,240.25,163.03,0.0,266.05,0.0,938.27,731.49
805,444.42,0.0,0.0,279.76,0.0,793.27,748.03
806,209.23,183.71,0.0,270.64,0.0,899.73,667.12
807,252.44,177.86,0.0,200.21,0.0,932.48,755.0
808,388.49,0.0,0.0,215.89,0.0,1084.02,738.73
809,332.57,0.0,0.0,197.99,0.0,987.63,956.86
810,208.98,162.52,0.0,190.07,0.0,947.9,703.7
811,246.13,121.44,0.0,160.36,0.0,1014.67,811.72
812,362.56,0.0,0.0,192.58,0.0,1018.75,831.53
813,256.99,188.79,0.0,249.17,0.0,922.23,699.27
814,214.26,196.79,0.0,267.72,0.0,905.69,857.5
815,357.56,0.0,0.0,174.85,0.0,897.5,842.62
816,218.79,199.42,0.0,208.88,0.0,955.33,797.75
817,269.44,0.0,114.19,177.08,0.0,847.15,822.27
818,291.57,0.0,105.15,137.95,8.17,1069.33,780.2
819,224.57,119.25,0.0,169.84,0.0,1015.66,777.89
820,394.34,0.0,0.0,222.33,0.0,863.92,742.84
821,212.72,140.32,0.0,220.35,0.0,1000.72,864.6
822,304.42,0.0,115.75,205.6,0.0,944.3,819.03
823,386.89,0.0,0.0,252.8,0.0,853.07,812.91
824,426.79,0.0,0.0,236.81,0.0,955.75,703.36
825,425.85,0.0,0.0,246.1,0.0,998.11,805.52
826,405.94,0.0,0.0,134.0,9.4,919.08,886.87
827,336.99,0.0,111.78,305.78,0.0,964.03,746.46
828,436.51,0.0,0.0,207.35,0.0,926.26,698.37
829,317.81,0.0,0.0,166.52,0.0,1051.37,743.37
830,405.77,0.0,0.0,230.56,0.0,1048.12,759.18
831,248.5,157.48,0.0,143.44,5.83,1018.21,865.5
832,326.1,0.0,104.42,161.44,6.43,867.63,832.12
833,231.86,183.22,0.0,136.98,5.94,989.89,821.5
834,370.68,0.0,0.0,244.33,0.0,829.03,789.03
835,289.51,134.54,0.0,285.08,0.0,903.64,615.89
836,265.14,159.11,0.0,244.96,0.0,881.8,778.35
837,279.04,158.23,0.0,132.06,5.02,1090.53,799.31
838,226.91,0.0,90.39,161.5,0.0,872.18,854.92
839,212.05,156.89,0.0,250.19,0.0,923.14,829.71
840,353.61,0.0,0.0,237.44,0.0,1022.3,707.66
841,380.0,0.0,0.0,123.71,8.81,948.18,764.76
842,429.58,0.0,0.0,165.29,6.88,998.26,804.75
843,313.93,0.0,79.44,221.46,0.0,890.21,759.01
844,396.84,0.0,0.0,178.35,0.0,952.22,762.93
845,315.89,0.0,87.34,253.21,0.0,846.11,724.39
846,247.04,145.28,0.0,239.07,0.0,889.89,846.26
847,371.3,0.0,0.0,220.11,0.0,1026.61,709.11
848,376.25,0.0,0.0,148.29,5.33,960.95,836.15
849,311.06,0.0,0.0,109.16,7.18,1035.69,912.52
850,392.54,0.0,0.0,206.16,0.0,834.11,808.37
851,395.13,0.0,0.0,128.31,8.47,1030.86,896.93
852,403.55,0.0,0.0,211.33,0.0,931.95,684.99
853,368.67,0.0,0.0,117.33,5.65,1039.92,832.01
854,288.8,0.0,86.44,199.51,0.0,1002.51,703.71
855,235.0,124.92,0.0,140.67,9.55,1010.54,790.62
856,408.15,0.0,0.0,125.53,7.71,1059.25,800.1
857,389.12,0.0,0.0,226.93,0.0,909.17,683.19
858,308.43,0.0,131.82,171.56,5.29,1018.48,810.7
859,245.84,163.81,0.0,156.57,5.84,1069.73,785.78
860,396.55,0.0,0.0,135.33,6.38,1030.2,919.74
861,376.48,0.0,0.0,126.84,7.92,1024.75,749.67
862,254.26,0.0,82.25,219.9,0.0,1117.95,810.38
863,405.77,0.0,0.0,212.35,0.0,836.49,833.74
864,401.81,0.0,0.0,202.11,0.0,1020.71,778.71
865,322.74,0.0,114.0,227.04,0.0,884.46,758.49
866,408.97,0.0,0.0,218.79,0.0,931.16,901.51
867,390.02,0.0,0.0,197.76,0.0,996.13,828.15
868,321.15,0.0,121.38,300.53,0.0,868.68,780.18
869,253.96,116.51,0.0,257.03,0.0,933.59,728.5
870,385.4,0.0,0.0,199.06,0.0,928.96,784.16
871,302.26,0.0,0.0,137.16,0.0,1072.69,813.18
872,264.79,163.46,0.0,297.64,0.0,876.71,821.28
873,433.71,0.0,0.0,165.74,8.06,1126.75,752.29
874,345.77,0.0,0.0,181.77,0.0,1024.98,719.28
875,382.45,0.0,0.0,243.5,0.0,944.51,745.39
876,379.7,0.0,0.0,168.64,0.0,974.91,760.02
877,440.06,0.0,0.0,299.11,0.0,961.6,749.09
878,359.05,0.0,0.0,213.41,0.0,858.92,854.9
879,238.01,0.0,63.15,208.05,0.0,992.59,841.11
880,238.09,183.8,0.0,290.8,0.0,887.58,834.37
881,280.14,0.0,99.37,249.58,0.0,980.48,767.68
882,372.9,0.0,0.0,130.59,5.5,1011.61,776.9
883,316.95,0.0,0.0,132.37,0.0,1145.57,780.59
884,243.17,0.0,85.36,211.05,0.0,991.32,852.5
885,382.71,0.0,0.0,185.76,0.0,955.52,779.83
886,429.96,0.0,0.0,190.85,0.0,930.41,875.06
887,371.37,0.0,0.0,247.37,0.0,983.61,878.78
888,322.8,0.0,0.0,204.84,0.0,1009.07,961.98
889,369.95,0.0,0.0,190.82,0.0,971.05,913.8
890,208.72,145.47,0.0,147.96,0.0,1041.07,833.39
891,250.32,136.1,0.0,228.15,0.0,958.88,785.59
892,186.02,146.33,0.0,187.73,0.0,1064.17,798.47
893,424.25,0.0,0.0,288.16,0.0,852.38,734.31
894,342.2,0.0,0.0,225.84,0.0,874.43,845.87
895,402.62,0.0,0.0,234.04,0.0,914.15,722.61
896,205.4,115.69,0.0,167.52,0.0,1041.87,951.58
897,300.8,0.0,0.0,157.84,0.0,911.56,844.09
898,266.28,173.2,0.0,250.2,0.0,783.8,730.73
899,422.83,0.0,0.0,138.85,5.9,954.17,896.25
900,237.27,148.44,0.0,161.76,0.0,931.58,906.09
901,178.89,133.74,0.0,152.89,0.0,1067.95,795.21
902,440.73,0.0,0.0,154.53,9.86,978.84,843.06
903,225.28,211.13,0.0,210.16,0.0,1003.82,748.77
